MaxTemp,Temp3pm,Temp9am,Evaporation,Humidity9am,Sunshine,MinTemp,Humidity3pm,RainToday
20.3,17.2,19.9,12.4,55.0,1.3,18.4,58.0,0
29.4,29.0,20.3,5.0,81.0,10.1,13.6,43.0,0
29.7,27.1,17.6,8.0,39.0,13.3,10.6,19.0,0
13.4,12.3,7.5,0.2,99.0,1.1,5.4,85.0,1
19.7,19.0,11.3,2.8,79.0,9.4,6.4,32.0,0
16.6,15.8,7.1,1.0,84.0,8.9,2.6,55.0,0
18.4,17.2,13.9,3.0,62.0,8.1,11.6,46.0,0
32.3,31.4,28.8,8.0,65.0,9.1,24.3,47.0,0
35.7,28.0,21.7,6.2,70.0,6.2,15.1,50.0,0
31.4,29.5,28.0,11.0,57.0,9.3,25.2,49.0,0
27.8,25.7,22.4,7.4,58.0,2.7,19.4,51.0,0
26.3,24.0,21.9,7.4,80.0,1.0,19.0,68.0,0
20.5,20.1,12.7,6.4,57.0,9.9,6.0,33.0,0
35.6,33.8,25.8,10.6,18.0,0.4,21.3,7.0,0
27.0,26.6,19.6,0.2,64.0,7.4,12.1,42.0,0
34.3,34.0,23.6,10.0,58.0,10.2,21.1,34.0,0
14.6,13.7,8.8,2.0,93.0,6.2,6.3,67.0,1
17.7,17.6,14.8,2.2,34.0,10.7,5.0,36.0,0
35.0,32.9,30.3,16.0,6.0,9.5,21.7,17.0,0
17.8,16.8,11.1,0.0,82.0,8.0,4.6,44.0,0
32.7,31.6,30.2,5.0,75.0,8.5,26.7,70.0,0
26.0,24.9,21.6,9.6,61.0,8.0,19.3,52.0,0
28.6,27.4,22.0,4.4,61.0,10.0,15.3,45.0,0
14.1,13.7,7.1,2.2,94.0,1.8,5.3,64.0,0
17.3,15.3,15.7,7.6,74.0,0.8,14.8,78.0,0
32.3,25.1,27.4,9.2,60.0,6.8,23.9,70.0,1
11.4,7.7,7.1,1.4,84.0,3.3,2.3,96.0,0
18.1,13.8,10.2,4.4,82.0,3.1,8.7,84.0,0
21.4,20.5,16.6,4.6,64.0,11.7,13.4,49.0,0
18.6,17.1,17.1,3.8,63.0,10.2,14.9,63.0,0
18.3,17.0,9.4,2.4,76.0,10.2,7.0,44.0,1
31.6,29.6,27.8,8.0,60.0,8.7,23.2,60.0,0
22.2,21.1,12.5,4.8,63.0,11.3,5.4,30.0,0
19.8,19.4,11.3,1.2,59.0,9.4,6.7,35.0,0
33.9,29.2,23.2,6.2,79.0,8.6,18.5,47.0,0
27.0,26.1,22.8,7.0,56.0,10.7,16.0,47.0,0
24.1,19.7,19.1,10.8,50.0,7.6,12.7,51.0,0
26.6,24.0,26.5,9.8,68.0,1.8,23.9,61.0,0
29.3,27.6,18.8,6.2,62.0,12.2,11.8,30.0,0
24.7,23.7,18.5,2.6,95.0,4.2,14.4,57.0,1
20.7,20.0,15.7,8.4,81.0,0.0,14.3,66.0,0
31.9,31.0,28.8,6.2,74.0,9.4,25.7,65.0,0
28.4,27.0,27.5,2.6,72.0,0.6,23.9,78.0,1
13.4,13.0,9.9,1.6,81.0,0.2,7.0,76.0,1
24.5,22.6,14.6,7.8,54.0,8.5,13.7,30.0,0
26.3,24.3,15.0,8.5,56.0,13.4,8.8,19.0,0
16.2,15.2,12.0,1.8,75.0,1.0,11.0,58.0,1
19.1,18.5,16.7,2.8,63.0,4.4,11.6,62.0,0
27.7,23.9,21.2,2.8,72.0,6.6,14.1,67.0,0
26.7,22.5,23.3,13.2,55.0,11.1,18.8,59.0,0
19.7,19.0,7.3,3.2,100.0,8.2,4.1,45.0,0
25.5,24.8,21.4,5.8,95.0,1.7,18.5,72.0,0
35.4,33.5,21.8,9.3,65.0,13.1,14.6,20.0,0
26.3,24.5,21.9,6.6,65.0,10.2,14.9,57.0,0
13.8,12.0,12.0,1.6,77.0,0.2,8.6,89.0,1
36.9,35.8,25.4,10.8,33.0,10.3,18.7,19.0,0
26.3,25.6,20.3,7.2,35.0,10.8,9.2,24.0,0
38.7,36.0,32.0,14.2,28.0,12.9,22.4,26.0,0
30.1,28.3,27.4,7.0,61.0,7.6,22.8,67.0,0
31.3,30.1,29.2,6.2,66.0,11.5,25.0,70.0,0
30.5,28.1,18.4,6.6,78.0,11.3,16.8,38.0,0
30.9,30.1,26.2,11.2,58.0,10.9,21.3,46.0,0
11.2,9.8,6.6,0.4,91.0,2.1,2.9,62.0,0
28.1,26.3,17.3,12.0,65.0,13.5,11.6,32.0,0
20.1,18.8,13.5,2.2,89.0,5.9,8.5,39.0,0
22.4,18.1,18.4,7.4,72.0,0.6,14.4,75.0,0
17.4,17.3,11.2,3.0,58.0,7.5,2.9,36.0,0
33.5,30.7,18.2,20.0,32.0,13.5,14.3,3.0,0
16.8,15.9,16.2,2.4,68.0,10.1,11.3,78.0,1
26.2,25.5,19.4,2.8,63.0,6.3,12.7,49.0,0
24.9,23.2,15.1,2.6,59.0,11.4,7.3,35.0,0
21.4,19.4,14.3,11.8,67.0,9.5,12.8,29.0,0
18.8,18.4,17.5,6.4,65.0,8.3,15.2,58.0,1
19.2,18.2,14.4,3.2,87.0,10.5,5.4,59.0,0
27.7,27.1,15.3,4.6,58.0,8.8,9.8,15.0,0
19.6,14.9,16.7,6.6,78.0,8.0,11.1,82.0,1
33.7,31.0,18.2,12.0,43.0,13.4,13.8,17.0,0
27.5,24.9,25.5,9.4,61.0,10.9,18.1,56.0,0
18.5,17.8,13.1,7.6,44.0,8.5,12.4,22.0,0
15.4,14.0,12.4,1.6,92.0,4.1,10.3,72.0,1
26.7,24.6,11.6,4.0,77.0,9.6,9.7,38.0,0
34.8,32.9,28.7,9.2,66.0,10.1,24.5,45.0,1
23.9,23.5,17.0,2.6,84.0,6.5,16.0,59.0,0
27.6,26.5,25.8,5.6,90.0,0.2,22.5,87.0,1
41.7,40.0,29.9,11.4,20.0,12.2,16.1,5.0,0
27.3,26.9,22.6,3.6,54.0,10.2,18.6,41.0,0
35.8,35.0,25.0,11.0,33.0,12.4,17.5,7.0,0
23.7,23.0,15.2,10.2,44.0,10.8,7.7,15.0,0
23.9,21.7,23.2,4.0,82.0,2.4,20.4,81.0,1
39.8,38.0,25.9,14.8,45.0,7.1,23.2,17.0,0
18.7,18.0,14.6,2.8,66.0,5.8,12.6,46.0,0
30.7,29.4,21.8,6.4,34.0,10.8,16.5,26.0,0
